ano_eleicao,sg_uf,sg_partido_norm,regra,desfecho,n,k,total,hits,expected
2018,MA,DEM,top_necr,eleicao,2,1.0,1.0,1.0,0.5
2018,MA,DEM,nucleo_80,competitividade,2,1.0,1.0,1.0,0.5
2018,MA,DEM,nucleo_80,eleicao,2,1.0,1.0,1.0,0.5
2018,MA,DEM,acima_divisao_igual,competitividade,2,1.0,1.0,1.0,0.5
2018,MA,DEM,acima_divisao_igual,eleicao,2,1.0,1.0,1.0,0.5
2018,MA,MDB,top_necr,competitividade,8,3.0,3.0,3.0,1.125
2018,MA,MDB,top_necr,eleicao,8,3.0,2.0,2.0,0.75
2018,MA,MDB,nucleo_80,competitividade,8,3.0,3.0,3.0,1.125
2018,MA,MDB,nucleo_80,eleicao,8,3.0,2.0,2.0,0.75
2018,MA,MDB,acima_divisao_igual,competitividade,8,3.0,3.0,3.0,1.125
2018,MA,MDB,acima_divisao_igual,eleicao,8,3.0,2.0,2.0,0.75
2018,MA,PATRI,top_necr,competitividade,6,1.0,0.0,0.0,0.0
2018,MA,PATRI,top_necr,eleicao,6,1.0,1.0,1.0,0.16666666666666666
2018,MA,PATRI,nucleo_80,competitividade,6,1.0,0.0,0.0,0.0
2018,MA,PATRI,nucleo_80,eleicao,6,1.0,1.0,1.0,0.16666666666666666
2018,MA,PATRI,acima_divisao_igual,competitividade,6,1.0,0.0,0.0,0.0
2018,MA,PATRI,acima_divisao_igual,eleicao,6,1.0,1.0,1.0,0.16666666666666666
2018,MA,PC DO B,top_necr,competitividade,4,2.0,1.0,1.0,0.5
2018,MA,PC DO B,top_necr,eleicao,4,2.0,2.0,2.0,1.0
2018,MA,PC DO B,nucleo_80,competitividade,4,2.0,1.0,1.0,0.5
2018,MA,PC DO B,nucleo_80,eleicao,4,2.0,2.0,2.0,1.0
2018,MA,PC DO B,acima_divisao_igual,competitividade,4,2.0,1.0,1.0,0.5
2018,MA,PC DO B,acima_divisao_igual,eleicao,4,2.0,2.0,2.0,1.0
2018,MA,PCB,top_necr,competitividade,2,2.0,0.0,0.0,0.0
2018,MA,PCB,top_necr,eleicao,2,2.0,0.0,0.0,0.0
2018,MA,PCB,nucleo_80,competitividade,2,2.0,0.0,0.0,0.0
2018,MA,PCB,nucleo_80,eleicao,2,2.0,0.0,0.0,0.0
2018,MA,PCB,acima_divisao_igual,competitividade,2,0.0,0.0,0.0,0.0
2018,MA,PCB,acima_divisao_igual,eleicao,2,0.0,0.0,0.0,0.0
2018,MA,PDT,top_necr,competitividade,8,3.0,4.0,2.0,1.5
2018,MA,PDT,top_necr,eleicao,8,3.0,1.0,1.0,0.375
2018,MA,PDT,nucleo_80,competitividade,8,2.0,4.0,2.0,1.0
2018,MA,PDT,nucleo_80,eleicao,8,2.0,1.0,0.0,0.25
2018,MA,PDT,acima_divisao_igual,competitividade,8,2.0,4.0,2.0,1.0
2018,MA,PDT,acima_divisao_igual,eleicao,8,2.0,1.0,0.0,0.25
2018,MA,PHS,top_necr,competitividade,12,6.0,0.0,0.0,0.0
2018,MA,PHS,top_necr,eleicao,12,6.0,0.0,0.0,0.0
2018,MA,PHS,nucleo_80,competitividade,12,5.0,0.0,0.0,0.0
2018,MA,PHS,nucleo_80,eleicao,12,5.0,0.0,0.0,0.0
2018,MA,PHS,acima_divisao_igual,competitividade,12,6.0,0.0,0.0,0.0
2018,MA,PHS,acima_divisao_igual,eleicao,12,6.0,0.0,0.0,0.0
2018,MA,PMB,top_necr,competitividade,3,1.0,0.0,0.0,0.0
2018,MA,PMB,top_necr,eleicao,3,1.0,0.0,0.0,0.0
2018,MA,PMB,nucleo_80,competitividade,3,1.0,0.0,0.0,0.0
2018,MA,PMB,nucleo_80,eleicao,3,1.0,0.0,0.0,0.0
2018,MA,PMB,acima_divisao_igual,competitividade,3,1.0,0.0,0.0,0.0
2018,MA,PMB,acima_divisao_igual,eleicao,3,1.0,0.0,0.0,0.0
2018,MA,PMN,top_necr,competitividade,12,3.0,2.0,2.0,0.5
2018,MA,PMN,top_necr,eleicao,12,3.0,2.0,2.0,0.5
2018,MA,PMN,nucleo_80,competitividade,12,4.0,2.0,2.0,0.6666666666666666
2018,MA,PMN,nucleo_80,eleicao,12,4.0,2.0,2.0,0.6666666666666666
2018,MA,PMN,acima_divisao_igual,competitividade,12,2.0,2.0,1.0,0.3333333333333333
2018,MA,PMN,acima_divisao_igual,eleicao,12,2.0,2.0,2.0,0.3333333333333333
2018,MA,PODE,top_necr,competitividade,5,2.0,1.0,1.0,0.4
2018,MA,PODE,top_necr,eleicao,5,2.0,1.0,1.0,0.4
2018,MA,PODE,nucleo_80,competitividade,5,2.0,1.0,1.0,0.4
2018,MA,PODE,nucleo_80,eleicao,5,2.0,1.0,1.0,0.4
2018,MA,PODE,acima_divisao_igual,competitividade,5,1.0,1.0,1.0,0.2
2018,MA,PODE,acima_divisao_igual,eleicao,5,1.0,1.0,1.0,0.2
2018,MA,PP,top_necr,competitividade,4,2.0,2.0,2.0,1.0
2018,MA,PP,top_necr,eleicao,4,2.0,1.0,1.0,0.5
2018,MA,PP,nucleo_80,competitividade,4,2.0,2.0,2.0,1.0
2018,MA,PP,nucleo_80,eleicao,4,2.0,1.0,1.0,0.5
2018,MA,PP,acima_divisao_igual,competitividade,4,2.0,2.0,2.0,1.0
2018,MA,PP,acima_divisao_igual,eleicao,4,2.0,1.0,1.0,0.5
2018,MA,PPL,top_necr,competitividade,1,0.0,1.0,0.0,0.0
2018,MA,PPL,top_necr,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PPL,nucleo_80,competitividade,1,0.0,1.0,0.0,0.0
2018,MA,PPL,nucleo_80,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PPL,acima_divisao_igual,competitividade,1,0.0,1.0,0.0,0.0
2018,MA,PPL,acima_divisao_igual,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PPS,top_necr,competitividade,1,0.0,0.0,0.0,0.0
2018,MA,PPS,top_necr,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PPS,nucleo_80,competitividade,1,0.0,0.0,0.0,0.0
2018,MA,PPS,nucleo_80,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PPS,acima_divisao_igual,competitividade,1,0.0,0.0,0.0,0.0
2018,MA,PPS,acima_divisao_igual,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PR,top_necr,competitividade,4,3.0,2.0,2.0,1.5
2018,MA,PR,top_necr,eleicao,4,3.0,2.0,2.0,1.5
2018,MA,PR,nucleo_80,competitividade,4,3.0,2.0,2.0,1.5
2018,MA,PR,nucleo_80,eleicao,4,3.0,2.0,2.0,1.5
2018,MA,PR,acima_divisao_igual,competitividade,4,3.0,2.0,2.0,1.5
2018,MA,PR,acima_divisao_igual,eleicao,4,3.0,2.0,2.0,1.5
2018,MA,PRB,top_necr,competitividade,2,1.0,1.0,1.0,0.5
2018,MA,PRB,top_necr,eleicao,2,1.0,1.0,1.0,0.5
2018,MA,PRB,nucleo_80,competitividade,2,1.0,1.0,1.0,0.5
2018,MA,PRB,nucleo_80,eleicao,2,1.0,1.0,1.0,0.5
2018,MA,PRB,acima_divisao_igual,competitividade,2,1.0,1.0,1.0,0.5
2018,MA,PRB,acima_divisao_igual,eleicao,2,1.0,1.0,1.0,0.5
2018,MA,PROS,top_necr,competitividade,3,2.0,1.0,1.0,0.6666666666666666
2018,MA,PROS,top_necr,eleicao,3,2.0,0.0,0.0,0.0
2018,MA,PROS,nucleo_80,competitividade,3,2.0,1.0,1.0,0.6666666666666666
2018,MA,PROS,nucleo_80,eleicao,3,2.0,0.0,0.0,0.0
2018,MA,PROS,acima_divisao_igual,competitividade,3,2.0,1.0,1.0,0.6666666666666666
2018,MA,PROS,acima_divisao_igual,eleicao,3,2.0,0.0,0.0,0.0
2018,MA,PRP,top_necr,competitividade,1,0.0,0.0,0.0,0.0
2018,MA,PRP,top_necr,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PRP,nucleo_80,competitividade,1,0.0,0.0,0.0,0.0
2018,MA,PRP,nucleo_80,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PRP,acima_divisao_igual,competitividade,1,0.0,0.0,0.0,0.0
2018,MA,PRP,acima_divisao_igual,eleicao,1,0.0,0.0,0.0,0.0
2018,MA,PRTB,top_necr,competitividade,4,1.0,0.0,0.0,0.0
2018,MA,PRTB,top_necr,eleicao,4,1.0,0.0,0.0,0.0
2018,MA,PRTB,nucleo_80,competitividade,4,1.0,0.0,0.0,0.0
2018,MA,PRTB,nucleo_80,eleicao,4,1.0,0.0,0.0,0.0
2018,MA,PRTB,acima_divisao_igual,competitividade,4,1.0,0.0,0.0,0.0
2018,MA,PRTB,acima_divisao_igual,eleicao,4,1.0,0.0,0.0,0.0
2018,MA,PSB,top_necr,competitividade,4,1.0,1.0,1.0,0.25
2018,MA,PSB,top_necr,eleicao,4,1.0,1.0,1.0,0.25
2018,MA,PSB,nucleo_80,competitividade,4,1.0,1.0,1.0,0.25
2018,MA,PSB,nucleo_80,eleicao,4,1.0,1.0,1.0,0.25
2018,MA,PSB,acima_divisao_igual,competitividade,4,1.0,1.0,1.0,0.25
2018,MA,PSB,acima_divisao_igual,eleicao,4,1.0,1.0,1.0,0.25
2018,MA,PSC,top_necr,competitividade,3,1.0,1.0,1.0,0.3333333333333333
2018,MA,PSC,top_necr,eleicao,3,1.0,0.0,0.0,0.0
2018,MA,PSC,nucleo_80,competitividade,3,1.0,1.0,1.0,0.3333333333333333
2018,MA,PSC,nucleo_80,eleicao,3,1.0,0.0,0.0,0.0
2018,MA,PSC,acima_divisao_igual,competitividade,3,1.0,1.0,1.0,0.3333333333333333
2018,MA,PSC,acima_divisao_igual,eleicao,3,1.0,0.0,0.0,0.0
2018,MA,PSD,top_necr,competitividade,2,2.0,2.0,2.0,2.0
2018,MA,PSD,top_necr,eleicao,2,2.0,1.0,1.0,1.0
2018,MA,PSD,nucleo_80,competitividade,2,2.0,2.0,2.0,2.0
2018,MA,PSD,nucleo_80,eleicao,2,2.0,1.0,1.0,1.0
2018,MA,PSD,acima_divisao_igual,competitividade,2,1.0,2.0,1.0,1.0
2018,MA,PSD,acima_divisao_igual,eleicao,2,1.0,1.0,1.0,0.5
2018,MA,PSDB,top_necr,competitividade,11,3.0000000000000004,2.0,2.0,0.5454545454545455
2018,MA,PSDB,top_necr,eleicao,11,3.0000000000000004,0.0,0.0,0.0
2018,MA,PSDB,nucleo_80,competitividade,11,2.0,2.0,2.0,0.36363636363636365
2018,MA,PSDB,nucleo_80,eleicao,11,2.0,0.0,0.0,0.0
2018,MA,PSDB,acima_divisao_igual,competitividade,11,2.0,2.0,2.0,0.36363636363636365
2018,MA,PSDB,acima_divisao_igual,eleicao,11,2.0,0.0,0.0,0.0
2018,MA,PSL,top_necr,competitividade,23,2.0,4.0,0.0,0.34782608695652173
2018,MA,PSL,top_necr,eleicao,23,2.0,0.0,0.0,0.0
2018,MA,PSL,nucleo_80,competitividade,23,2.0,4.0,0.0,0.34782608695652173
2018,MA,PSL,nucleo_80,eleicao,23,2.0,0.0,0.0,0.0
2018,MA,PSL,acima_divisao_igual,competitividade,23,2.0,4.0,0.0,0.34782608695652173
2018,MA,PSL,acima_divisao_igual,eleicao,23,2.0,0.0,0.0,0.0
2018,MA,PSOL,top_necr,competitividade,15,15.0,0.0,0.0,0.0
2018,MA,PSOL,top_necr,eleicao,15,15.0,0.0,0.0,0.0
2018,MA,PSOL,nucleo_80,competitividade,15,12.000000000000002,0.0,0.0,0.0
2018,MA,PSOL,nucleo_80,eleicao,15,12.000000000000002,0.0,0.0,0.0
2018,MA,PSOL,acima_divisao_igual,competitividade,15,14.0,0.0,0.0,0.0
2018,MA,PSOL,acima_divisao_igual,eleicao,15,14.0,0.0,0.0,0.0
2018,MA,PSTU,top_necr,competitividade,3,0.0,0.0,0.0,0.0
2018,MA,PSTU,top_necr,eleicao,3,0.0,0.0,0.0,0.0
2018,MA,PSTU,nucleo_80,competitividade,3,0.0,0.0,0.0,0.0
2018,MA,PSTU,nucleo_80,eleicao,3,0.0,0.0,0.0,0.0
2018,MA,PSTU,acima_divisao_igual,competitividade,3,0.0,0.0,0.0,0.0
2018,MA,PSTU,acima_divisao_igual,eleicao,3,0.0,0.0,0.0,0.0
2018,MA,PT,top_necr,competitividade,22,2.0,3.0,1.5,0.2727272727272727
2018,MA,PT,top_necr,eleicao,22,2.0,1.0,1.0,0.09090909090909091
2018,MA,PT,nucleo_80,competitividade,22,4.0,3.0,2.0,0.5454545454545454
2018,MA,PT,nucleo_80,eleicao,22,4.0,1.0,1.0,0.18181818181818182
2018,MA,PT,acima_divisao_igual,competitividade,22,4.0,3.0,2.0,0.5454545454545454
2018,MA,PT,acima_divisao_igual,eleicao,22,4.0,1.0,1.0,0.18181818181818182
2018,MA,PTB,top_necr,competitividade,3,1.0,0.0,0.0,0.0
2018,MA,PTB,top_necr,eleicao,3,1.0,1.0,1.0,0.3333333333333333
2018,MA,PTB,nucleo_80,competitividade,3,1.0,0.0,0.0,0.0
2018,MA,PTB,nucleo_80,eleicao,3,1.0,1.0,1.0,0.3333333333333333
2018,MA,PTB,acima_divisao_igual,competitividade,3,1.0,0.0,0.0,0.0
2018,MA,PTB,acima_divisao_igual,eleicao,3,1.0,1.0,1.0,0.3333333333333333
2018,MA,PTC,top_necr,competitividade,3,3.0,0.0,0.0,0.0
2018,MA,PTC,top_necr,eleicao,3,3.0,0.0,0.0,0.0
2018,MA,PTC,nucleo_80,competitividade,3,3.0,0.0,0.0,0.0
2018,MA,PTC,nucleo_80,eleicao,3,3.0,0.0,0.0,0.0
2018,MA,PTC,acima_divisao_igual,competitividade,3,0.0,0.0,0.0,0.0
2018,MA,PTC,acima_divisao_igual,eleicao,3,0.0,0.0,0.0,0.0
2018,MA,PV,top_necr,competitividade,6,2.0,1.0,1.0,0.3333333333333333
2018,MA,PV,top_necr,eleicao,6,2.0,0.0,0.0,0.0
2018,MA,PV,nucleo_80,competitividade,6,2.0,1.0,1.0,0.3333333333333333
2018,MA,PV,nucleo_80,eleicao,6,2.0,0.0,0.0,0.0
2018,MA,PV,acima_divisao_igual,competitividade,6,2.0,1.0,1.0,0.3333333333333333
2018,MA,PV,acima_divisao_igual,eleicao,6,2.0,0.0,0.0,0.0
2018,MA,REDE,top_necr,competitividade,5,2.0,0.0,0.0,0.0
2018,MA,REDE,top_necr,eleicao,5,2.0,0.0,0.0,0.0
2018,MA,REDE,nucleo_80,competitividade,5,2.0,0.0,0.0,0.0
2018,MA,REDE,nucleo_80,eleicao,5,2.0,0.0,0.0,0.0
2018,MA,REDE,acima_divisao_igual,competitividade,5,2.0,0.0,0.0,0.0
2018,MA,REDE,acima_divisao_igual,eleicao,5,2.0,0.0,0.0,0.0
2018,MA,SOLIDARIEDADE,top_necr,competitividade,2,1.0,1.0,1.0,0.5
2018,MA,SOLIDARIEDADE,top_necr,eleicao,2,1.0,0.0,0.0,0.0
2018,MA,SOLIDARIEDADE,nucleo_80,competitividade,2,1.0,1.0,1.0,0.5
2018,MA,SOLIDARIEDADE,nucleo_80,eleicao,2,1.0,0.0,0.0,0.0
2018,MA,SOLIDARIEDADE,acima_divisao_igual,competitividade,2,1.0,1.0,1.0,0.5
2018,MA,SOLIDARIEDADE,acima_divisao_igual,eleicao,2,1.0,0.0,0.0,0.0
2018,MG,AVANTE,top_necr,competitividade,77,6.0,4.0,2.0,0.3116883116883117
2018,MG,AVANTE,top_necr,eleicao,77,6.0,3.0,2.0,0.23376623376623376
2018,MG,AVANTE,nucleo_80,competitividade,77,11.0,4.0,4.0,0.5714285714285714
2018,MG,AVANTE,nucleo_80,eleicao,77,11.0,3.0,3.0,0.42857142857142855
2018,MG,AVANTE,acima_divisao_igual,competitividade,77,13.0,4.0,4.0,0.6753246753246753
2018,MG,AVANTE,acima_divisao_igual,eleicao,77,13.0,3.0,3.0,0.5064935064935064
2018,MG,DC,top_necr,competitividade,11,5.0,1.0,1.0,0.45454545454545453
2018,MG,DC,top_necr,eleicao,11,5.0,0.0,0.0,0.0
2018,MG,DC,nucleo_80,competitividade,11,4.0,1.0,1.0,0.36363636363636365
2018,MG,DC,nucleo_80,eleicao,11,4.0,0.0,0.0,0.0
2018,MG,DC,acima_divisao_igual,competitividade,11,4.0,1.0,1.0,0.36363636363636365
2018,MG,DC,acima_divisao_igual,eleicao,11,4.0,0.0,0.0,0.0
2018,MG,DEM,top_necr,competitividade,13,4.0,2.0,2.0,0.6153846153846154
2018,MG,DEM,top_necr,eleicao,13,4.0,1.0,1.0,0.3076923076923077
2018,MG,DEM,nucleo_80,competitividade,13,3.0,2.0,2.0,0.46153846153846156
2018,MG,DEM,nucleo_80,eleicao,13,3.0,1.0,1.0,0.23076923076923078
2018,MG,DEM,acima_divisao_igual,competitividade,13,4.0,2.0,2.0,0.6153846153846154
2018,MG,DEM,acima_divisao_igual,eleicao,13,4.0,1.0,1.0,0.3076923076923077
2018,MG,MDB,top_necr,competitividade,20,8.0,8.0,6.0,3.2
2018,MG,MDB,top_necr,eleicao,20,8.0,4.0,3.0,1.6
2018,MG,MDB,nucleo_80,competitividade,20,7.0,8.0,6.0,2.8
2018,MG,MDB,nucleo_80,eleicao,20,7.0,4.0,3.0,1.4
2018,MG,MDB,acima_divisao_igual,competitividade,20,7.0,8.0,6.0,2.8
2018,MG,MDB,acima_divisao_igual,eleicao,20,7.0,4.0,3.0,1.4
2018,MG,NOVO,top_necr,competitividade,36,15.0,0.0,0.0,0.0
2018,MG,NOVO,top_necr,eleicao,36,15.0,2.0,2.0,0.8333333333333334
2018,MG,NOVO,nucleo_80,competitividade,36,16.0,0.0,0.0,0.0
2018,MG,NOVO,nucleo_80,eleicao,36,16.0,2.0,2.0,0.8888888888888888
2018,MG,NOVO,acima_divisao_igual,competitividade,36,11.0,0.0,0.0,0.0
2018,MG,NOVO,acima_divisao_igual,eleicao,36,11.0,2.0,2.0,0.6111111111111112
2018,MG,PATRI,top_necr,competitividade,33,2.0,2.0,2.0,0.12121212121212122
2018,MG,PATRI,top_necr,eleicao,33,2.0,2.0,1.0,0.12121212121212122
2018,MG,PATRI,nucleo_80,competitividade,33,2.0,2.0,2.0,0.12121212121212122
2018,MG,PATRI,nucleo_80,eleicao,33,2.0,2.0,1.0,0.12121212121212122
2018,MG,PATRI,acima_divisao_igual,competitividade,33,2.0,2.0,2.0,0.12121212121212122
2018,MG,PATRI,acima_divisao_igual,eleicao,33,2.0,2.0,1.0,0.12121212121212122
2018,MG,PC DO B,top_necr,competitividade,8,1.0,2.0,1.0,0.25
2018,MG,PC DO B,top_necr,eleicao,8,1.0,0.0,0.0,0.0
2018,MG,PC DO B,nucleo_80,competitividade,8,1.0,2.0,1.0,0.25
2018,MG,PC DO B,nucleo_80,eleicao,8,1.0,0.0,0.0,0.0
2018,MG,PC DO B,acima_divisao_igual,competitividade,8,1.0,2.0,1.0,0.25
2018,MG,PC DO B,acima_divisao_igual,eleicao,8,1.0,0.0,0.0,0.0
2018,MG,PCB,top_necr,competitividade,12,3.0,0.0,0.0,0.0
2018,MG,PCB,top_necr,eleicao,12,3.0,0.0,0.0,0.0
2018,MG,PCB,nucleo_80,competitividade,12,3.0,0.0,0.0,0.0
2018,MG,PCB,nucleo_80,eleicao,12,3.0,0.0,0.0,0.0
2018,MG,PCB,acima_divisao_igual,competitividade,12,2.0,0.0,0.0,0.0
2018,MG,PCB,acima_divisao_igual,eleicao,12,2.0,0.0,0.0,0.0
2018,MG,PDT,top_necr,competitividade,24,4.0,2.0,2.0,0.3333333333333333
2018,MG,PDT,top_necr,eleicao,24,4.0,2.0,2.0,0.3333333333333333
2018,MG,PDT,nucleo_80,competitividade,24,4.0,2.0,2.0,0.3333333333333333
2018,MG,PDT,nucleo_80,eleicao,24,4.0,2.0,2.0,0.3333333333333333
2018,MG,PDT,acima_divisao_igual,competitividade,24,4.0,2.0,2.0,0.3333333333333333
2018,MG,PDT,acima_divisao_igual,eleicao,24,4.0,2.0,2.0,0.3333333333333333
2018,MG,PHS,top_necr,competitividade,71,2.0,4.0,1.0,0.11267605633802817
2018,MG,PHS,top_necr,eleicao,71,2.0,2.0,1.0,0.056338028169014086
2018,MG,PHS,nucleo_80,competitividade,71,4.0,4.0,1.0,0.22535211267605634
2018,MG,PHS,nucleo_80,eleicao,71,4.0,2.0,2.0,0.11267605633802817
2018,MG,PHS,acima_divisao_igual,competitividade,71,7.0,4.0,1.0,0.39436619718309857
2018,MG,PHS,acima_divisao_igual,eleicao,71,7.0,2.0,2.0,0.19718309859154928
2018,MG,PMB,top_necr,competitividade,5,0.0,0.0,0.0,0.0
2018,MG,PMB,top_necr,eleicao,5,0.0,0.0,0.0,0.0
2018,MG,PMB,nucleo_80,competitividade,5,0.0,0.0,0.0,0.0
2018,MG,PMB,nucleo_80,eleicao,5,0.0,0.0,0.0,0.0
2018,MG,PMB,acima_divisao_igual,competitividade,5,0.0,0.0,0.0,0.0
2018,MG,PMB,acima_divisao_igual,eleicao,5,0.0,0.0,0.0,0.0
2018,MG,PMN,top_necr,competitividade,12,1.0,0.0,0.0,0.0
2018,MG,PMN,top_necr,eleicao,12,1.0,1.0,1.0,0.08333333333333333
2018,MG,PMN,nucleo_80,competitividade,12,1.0,0.0,0.0,0.0
2018,MG,PMN,nucleo_80,eleicao,12,1.0,1.0,1.0,0.08333333333333333
2018,MG,PMN,acima_divisao_igual,competitividade,12,2.0,0.0,0.0,0.0
2018,MG,PMN,acima_divisao_igual,eleicao,12,2.0,1.0,1.0,0.16666666666666666
2018,MG,PODE,top_necr,competitividade,26,4.0,2.0,2.0,0.3076923076923077
2018,MG,PODE,top_necr,eleicao,26,4.0,1.0,0.0,0.15384615384615385
2018,MG,PODE,nucleo_80,competitividade,26,3.0,2.0,2.0,0.23076923076923078
2018,MG,PODE,nucleo_80,eleicao,26,3.0,1.0,0.0,0.11538461538461539
2018,MG,PODE,acima_divisao_igual,competitividade,26,4.0,2.0,2.0,0.3076923076923077
2018,MG,PODE,acima_divisao_igual,eleicao,26,4.0,1.0,0.0,0.15384615384615385
2018,MG,PP,top_necr,competitividade,8,5.0,2.0,2.0,1.25
2018,MG,PP,top_necr,eleicao,8,5.0,2.0,2.0,1.25
2018,MG,PP,nucleo_80,competitividade,8,4.0,2.0,2.0,1.0
2018,MG,PP,nucleo_80,eleicao,8,4.0,2.0,1.0,1.0
2018,MG,PP,acima_divisao_igual,competitividade,8,5.0,2.0,2.0,1.25
2018,MG,PP,acima_divisao_igual,eleicao,8,5.0,2.0,2.0,1.25
2018,MG,PPL,top_necr,competitividade,28,1.0,0.0,0.0,0.0
2018,MG,PPL,top_necr,eleicao,28,1.0,0.0,0.0,0.0
2018,MG,PPL,nucleo_80,competitividade,28,1.0,0.0,0.0,0.0
2018,MG,PPL,nucleo_80,eleicao,28,1.0,0.0,0.0,0.0
2018,MG,PPL,acima_divisao_igual,competitividade,28,1.0,0.0,0.0,0.0
2018,MG,PPL,acima_divisao_igual,eleicao,28,1.0,0.0,0.0,0.0
2018,MG,PPS,top_necr,competitividade,14,3.0,1.0,1.0,0.21428571428571427
2018,MG,PPS,top_necr,eleicao,14,3.0,0.0,0.0,0.0
2018,MG,PPS,nucleo_80,competitividade,14,2.0,1.0,1.0,0.14285714285714285
2018,MG,PPS,nucleo_80,eleicao,14,2.0,0.0,0.0,0.0
2018,MG,PPS,acima_divisao_igual,competitividade,14,2.0,1.0,1.0,0.14285714285714285
2018,MG,PPS,acima_divisao_igual,eleicao,14,2.0,0.0,0.0,0.0
2018,MG,PR,top_necr,competitividade,6,6.0,6.0,6.0,6.0
2018,MG,PR,top_necr,eleicao,6,6.0,1.0,1.0,1.0
2018,MG,PR,nucleo_80,competitividade,6,5.0,6.0,5.0,5.0
2018,MG,PR,nucleo_80,eleicao,6,5.0,1.0,1.0,0.8333333333333334
2018,MG,PR,acima_divisao_igual,competitividade,6,2.0,6.0,2.0,2.0
2018,MG,PR,acima_divisao_igual,eleicao,6,2.0,1.0,0.0,0.3333333333333333
2018,MG,PRB,top_necr,competitividade,8,5.0,2.0,2.0,1.25
2018,MG,PRB,top_necr,eleicao,8,5.0,2.0,2.0,1.25
2018,MG,PRB,nucleo_80,competitividade,8,4.0,2.0,2.0,1.0
2018,MG,PRB,nucleo_80,eleicao,8,4.0,2.0,2.0,1.0
2018,MG,PRB,acima_divisao_igual,competitividade,8,4.0,2.0,2.0,1.0
2018,MG,PRB,acima_divisao_igual,eleicao,8,4.0,2.0,2.0,1.0
2018,MG,PROS,top_necr,competitividade,33,4.0,4.0,2.0,0.48484848484848486
2018,MG,PROS,top_necr,eleicao,33,4.0,2.0,2.0,0.24242424242424243
2018,MG,PROS,nucleo_80,competitividade,33,4.0,4.0,2.0,0.48484848484848486
2018,MG,PROS,nucleo_80,eleicao,33,4.0,2.0,2.0,0.24242424242424243
2018,MG,PROS,acima_divisao_igual,competitividade,33,6.0,4.0,3.0,0.7272727272727273
2018,MG,PROS,acima_divisao_igual,eleicao,33,6.0,2.0,2.0,0.36363636363636365
2018,MG,PRP,top_necr,competitividade,5,2.0,0.0,0.0,0.0
2018,MG,PRP,top_necr,eleicao,5,2.0,0.0,0.0,0.0
2018,MG,PRP,nucleo_80,competitividade,5,2.0,0.0,0.0,0.0
2018,MG,PRP,nucleo_80,eleicao,5,2.0,0.0,0.0,0.0
2018,MG,PRP,acima_divisao_igual,competitividade,5,2.0,0.0,0.0,0.0
2018,MG,PRP,acima_divisao_igual,eleicao,5,2.0,0.0,0.0,0.0
2018,MG,PRTB,top_necr,competitividade,51,1.0,1.0,0.0,0.0196078431372549
2018,MG,PRTB,top_necr,eleicao,52,1.0,0.0,0.0,0.0
2018,MG,PRTB,nucleo_80,competitividade,51,1.0,1.0,0.0,0.0196078431372549
2018,MG,PRTB,nucleo_80,eleicao,52,1.0,0.0,0.0,0.0
2018,MG,PRTB,acima_divisao_igual,competitividade,51,1.0,1.0,0.0,0.0196078431372549
2018,MG,PRTB,acima_divisao_igual,eleicao,52,1.0,0.0,0.0,0.0
2018,MG,PSB,top_necr,competitividade,23,5.0,2.0,2.0,0.43478260869565216
2018,MG,PSB,top_necr,eleicao,26,7.0,3.0,3.0,0.8076923076923077
2018,MG,PSB,nucleo_80,competitividade,23,4.0,2.0,2.0,0.34782608695652173
2018,MG,PSB,nucleo_80,eleicao,26,6.0,3.0,3.0,0.6923076923076923
2018,MG,PSB,acima_divisao_igual,competitividade,23,7.0,2.0,2.0,0.6086956521739131
2018,MG,PSB,acima_divisao_igual,eleicao,26,9.0,3.0,3.0,1.0384615384615385
2018,MG,PSC,top_necr,competitividade,34,4.0,1.0,1.0,0.11764705882352941
2018,MG,PSC,top_necr,eleicao,34,4.0,1.0,1.0,0.11764705882352941
2018,MG,PSC,nucleo_80,competitividade,34,4.0,1.0,1.0,0.11764705882352941
2018,MG,PSC,nucleo_80,eleicao,34,4.0,1.0,1.0,0.11764705882352941
2018,MG,PSC,acima_divisao_igual,competitividade,34,5.0,1.0,1.0,0.14705882352941177
2018,MG,PSC,acima_divisao_igual,eleicao,34,5.0,1.0,1.0,0.14705882352941177
2018,MG,PSD,top_necr,competitividade,11,5.0,5.0,5.0,2.272727272727273
2018,MG,PSD,top_necr,eleicao,11,5.0,3.0,3.0,1.3636363636363635
2018,MG,PSD,nucleo_80,competitividade,11,4.0,5.0,4.0,1.8181818181818181
2018,MG,PSD,nucleo_80,eleicao,11,4.0,3.0,2.0,1.0909090909090908
2018,MG,PSD,acima_divisao_igual,competitividade,11,4.0,5.0,4.0,1.8181818181818181
2018,MG,PSD,acima_divisao_igual,eleicao,11,4.0,3.0,2.0,1.0909090909090908
